3.333333333333333148e-01 1.519286147638117868e+00
5.000000000000000000e-01 1.597599866588536255e+00
6.666666666666666297e-01 1.644588097958787243e+00
8.333333333333333703e-01 1.660250841748871053e+00
1.000000000000000000e+00 1.675913585538954642e+00
1.166666666666666741e+00 1.707239073119122263e+00
2.500000000000000000e-01 1.446862294952473205e+00
3.750000000000000000e-01 1.546334077730455503e+00
5.000000000000000000e-01 1.609634303134626521e+00
6.250000000000000000e-01 1.645805860508438245e+00
7.500000000000000000e-01 1.691020307225703068e+00
8.750000000000000000e-01 1.727191864599514792e+00
2.000000000000000111e-01 1.354774524092940302e+00
2.999999999999999889e-01 1.486207873445240191e+00
4.000000000000000222e-01 1.556979676942632729e+00
5.000000000000000000e-01 1.597420707512571481e+00
5.999999999999999778e-01 1.658082253367478831e+00
6.999999999999999556e-01 1.708633541579902326e+00
1.666666666666666574e-01 1.295802184476812613e+00
2.500000000000000000e-01 1.439780204974236311e+00
3.333333333333333148e-01 1.517306831395926148e+00
4.166666666666666852e-01 1.572682993125704032e+00
5.000000000000000000e-01 1.628059154855482360e+00
5.833333333333333703e-01 1.683435316585260688e+00
1.428571428571428492e-01 1.208224434980760043e+00
2.142857142857142738e-01 1.375701089334528726e+00
2.857142857142856984e-01 1.459439416511413290e+00
3.571428571428571508e-01 1.531215125520171361e+00
4.285714285714285476e-01 1.591028216360803160e+00
5.000000000000000000e-01 1.662803925369560787e+00
1.250000000000000000e-01 1.150971907729527510e+00
1.875000000000000000e-01 1.330011982265231874e+00
2.500000000000000000e-01 1.432320596285634462e+00
3.125000000000000000e-01 1.496263480048385608e+00
3.750000000000000000e-01 1.547417787058586791e+00
4.375000000000000000e-01 1.624149247573888788e+00
1.111111111111111049e-01 1.058018053183995999e+00
1.666666666666666574e-01 1.275047397426867013e+00
2.222222222222222099e-01 1.397126403563481833e+00
2.777777777777777901e-01 1.464948073639379400e+00
3.333333333333333148e-01 1.519205409700097098e+00
3.888888888888888951e-01 1.600591413791173423e+00
1.280000000000000027e+00 1.771858256624643246e+00
1.520000000000000018e+00 1.771858256624643246e+00
1.219999999999999973e+00 1.721592774167206796e+00
1.429999999999999938e+00 1.721592774167206796e+00
1.000000000000000056e-01 9.738937226128359104e-01
8.300000000000000433e-02 8.733627576979625662e-01
7.099999999999999367e-02 8.230972752405257831e-01
1.069999999999999979e-01 9.927432785343746069e-01
6.199999999999999956e-02 7.665486074759094715e-01
8.400000000000000522e-02 9.361946107697582953e-01
